# InputID	ID	Mag	Magerr	RA	Decl	MJD	Blend
HE1104-1805	1018057036970	16.69	0.08	166.63922	-18.35663	54569.20205	0
HE1104-1805	1018057036970	16.71	0.08	166.63933	-18.35666	54569.20849	0
HE1104-1805	1018057036970	16.67	0.08	166.63933	-18.35669	54569.21492	0
HE1104-1805	1018057036970	16.67	0.08	166.63927	-18.35663	54569.22136	0
HE1104-1805	1018057036970	16.68	0.08	166.63927	-18.35657	54586.21757	0
HE1104-1805	1018057036970	16.74	0.08	166.63933	-18.35665	54586.22309	0
HE1104-1805	1018057036970	16.67	0.08	166.63934	-18.35660	54586.22862	0
HE1104-1805	1018057036970	16.64	0.08	166.63914	-18.35665	54586.23415	0
HE1104-1805	1018057036970	16.65	0.08	166.63939	-18.35665	54502.33559	0
HE1104-1805	1018057036970	16.62	0.07	166.63930	-18.35668	54502.34096	0
HE1104-1805	1018057036970	16.73	0.08	166.63928	-18.35669	54502.34634	0
HE1104-1805	1018057036970	16.63	0.07	166.63932	-18.35664	54502.35174	0
HE1104-1805	1018057036970	16.63	0.07	166.63930	-18.35662	54526.34692	0
HE1104-1805	1018057036970	16.65	0.08	166.63926	-18.35665	54526.35557	0
HE1104-1805	1018057036970	16.68	0.08	166.63931	-18.35664	54526.36423	0
HE1104-1805	1018057036970	16.64	0.08	166.63927	-18.35660	54526.37286	0
HE1104-1805	1018057036970	16.51	0.08	166.63926	-18.35668	54532.32192	0
HE1104-1805	1018057036970	16.55	0.08	166.63927	-18.35666	54532.33046	0
HE1104-1805	1018057036970	16.60	0.08	166.63927	-18.35663	54532.33900	0
HE1104-1805	1018057036970	16.76	0.09	166.63928	-18.35674	54532.34753	0
HE1104-1805	1018057036970	16.56	0.07	166.63931	-18.35664	54539.29102	0
HE1104-1805	1018057036970	16.62	0.08	166.63930	-18.35670	54539.29801	0
HE1104-1805	1018057036970	16.60	0.08	166.63920	-18.35665	54539.30502	0
HE1104-1805	1018057036970	16.55	0.08	166.63929	-18.35670	54539.31199	0
HE1104-1805	1018057036970	16.66	0.08	166.63927	-18.35663	54556.20572	0
HE1104-1805	1018057036970	16.72	0.08	166.63932	-18.35667	54949.18868	0
HE1104-1805	1018057036970	16.66	0.08	166.63922	-18.35667	54949.19572	0
HE1104-1805	1018057036970	16.64	0.08	166.63919	-18.35665	54949.20286	0
HE1104-1805	1018057036970	16.71	0.08	166.63929	-18.35671	54949.20988	0
HE1104-1805	1018057036970	16.49	0.07	166.63925	-18.35665	55185.45650	0
HE1104-1805	1018057036970	16.49	0.07	166.63924	-18.35665	55185.46521	0
HE1104-1805	1018057036970	16.47	0.07	166.63928	-18.35674	55185.47394	0
HE1104-1805	1018057036970	16.50	0.07	166.63927	-18.35668	55185.48273	0
HE1104-1805	1018057036970	16.34	0.07	166.63919	-18.35672	55291.19163	0
HE1104-1805	1018057036970	16.30	0.07	166.63924	-18.35673	55291.19795	0
HE1104-1805	1018057036970	16.29	0.07	166.63924	-18.35672	55291.20430	0
HE1104-1805	1018057036970	16.31	0.07	166.63922	-18.35671	55291.21065	0
HE1104-1805	1018057036970	16.37	0.07	166.63924	-18.35670	55270.26186	0
HE1104-1805	1018057036970	16.31	0.07	166.63921	-18.35673	55270.26762	0
HE1104-1805	1018057036970	16.35	0.07	166.63924	-18.35674	55270.27340	0
HE1104-1805	1018057036970	16.35	0.07	166.63914	-18.35671	55270.27915	0
HE1104-1805	1018057036970	16.38	0.07	166.63924	-18.35672	55652.18684	0
HE1104-1805	1018057036970	16.42	0.07	166.63924	-18.35663	55652.19361	0
HE1104-1805	1018057036970	16.41	0.07	166.63925	-18.35666	55652.20048	0
HE1104-1805	1018057036970	16.40	0.07	166.63923	-18.35660	55652.20734	0
HE1104-1805	1018057036970	16.50	0.08	166.63928	-18.35658	55575.45092	0
HE1104-1805	1018057036970	16.47	0.08	166.63929	-18.35661	55575.45806	0
HE1104-1805	1018057036970	16.50	0.08	166.63929	-18.35656	55575.46547	0
HE1104-1805	1018057036970	16.47	0.08	166.63932	-18.35664	55575.47290	0
HE1104-1805	1018057036970	16.48	0.07	166.63934	-18.35657	55621.33541	0
HE1104-1805	1018057036970	16.50	0.07	166.63936	-18.35655	55621.34236	0
HE1104-1805	1018057036970	16.46	0.07	166.63929	-18.35660	55621.34928	0
HE1104-1805	1018057036970	16.47	0.07	166.63926	-18.35657	55621.35617	0
HE1104-1805	1018057036970	16.48	0.07	166.63932	-18.35657	55630.24350	0
HE1104-1805	1018057036970	16.48	0.07	166.63928	-18.35658	55630.25116	0
HE1104-1805	1018057036970	16.51	0.07	166.63934	-18.35655	55630.25881	0
HE1104-1805	1018057036970	16.46	0.07	166.63934	-18.35653	55630.26642	0
HE1104-1805	1018057036970	16.40	0.07	166.63919	-18.35663	55646.26225	0
HE1104-1805	1018057036970	16.37	0.07	166.63931	-18.35668	55646.26979	0
HE1104-1805	1018057036970	16.41	0.07	166.63930	-18.35665	55646.27732	0
HE1104-1805	1018057036970	16.36	0.07	166.63924	-18.35664	55646.28489	0
HE1104-1805	1018057036970	16.72	0.08	166.63929	-18.35663	54556.20782	0
HE1104-1805	1018057036970	16.67	0.08	166.63921	-18.35665	54556.21977	0
HE1104-1805	1018057036970	16.67	0.08	166.63925	-18.35661	54556.22702	0
HE1104-1805	1018057036970	16.65	0.08	166.63932	-18.35666	54556.23417	0
HE1104-1805	1018057036970	16.30	0.07	166.63929	-18.35665	55979.33931	0
HE1104-1805	1018057036970	16.32	0.07	166.63926	-18.35671	55979.34606	0
HE1104-1805	1018057036970	16.38	0.07	166.63924	-18.35670	55979.35274	0
HE1104-1805	1018057036970	16.32	0.07	166.63921	-18.35660	55979.35952	0
HE1104-1805	1018057036970	16.34	0.07	166.63923	-18.35669	55990.30478	0
HE1104-1805	1018057036970	16.30	0.07	166.63920	-18.35667	55990.30935	0
HE1104-1805	1018057036970	16.29	0.07	166.63922	-18.35667	55990.31395	0
HE1104-1805	1018057036970	16.35	0.07	166.63919	-18.35671	55990.31857	0
HE1104-1805	1018057036970	16.35	0.07	166.63919	-18.35667	56001.29598	0
HE1104-1805	1018057036970	16.35	0.07	166.63922	-18.35670	56001.30166	0
HE1104-1805	1018057036970	16.34	0.07	166.63919	-18.35670	56001.30742	0
HE1104-1805	1018057036970	16.37	0.07	166.63921	-18.35667	56001.31311	0
HE1104-1805	1018057036970	16.33	0.07	166.63924	-18.35666	56010.22994	0
HE1104-1805	1018057036970	16.33	0.07	166.63925	-18.35668	56010.23715	0
HE1104-1805	1018057036970	16.27	0.07	166.63921	-18.35670	56010.24446	0
HE1104-1805	1018057036970	16.36	0.07	166.63924	-18.35673	56010.25175	0
HE1104-1805	1018057036970	16.50	0.07	166.63926	-18.35667	56366.27323	0
HE1104-1805	1018057036970	16.51	0.07	166.63931	-18.35668	56366.28006	0
HE1104-1805	1018057036970	16.53	0.07	166.63922	-18.35666	56366.28682	0
HE1104-1805	1018057036970	16.46	0.07	166.63927	-18.35664	56366.29363	0
HE1104-1805	1018057036970	16.54	0.07	166.63925	-18.35665	56388.19815	0
HE1104-1805	1018057036970	16.51	0.07	166.63927	-18.35661	56388.20627	0
HE1104-1805	1018057036970	16.51	0.07	166.63927	-18.35668	56388.21446	0
HE1104-1805	1018057036970	16.50	0.07	166.63928	-18.35664	56388.22261	0
HE1104-1805	3019079028504	16.87	0.13	166.63932	-18.35668	53724.70597	0
HE1104-1805	3019079028504	16.81	0.12	166.63923	-18.35673	53724.71474	0
HE1104-1805	3019079028504	16.74	0.12	166.63933	-18.35672	53724.72354	0
HE1104-1805	3019079028504	16.81	0.12	166.63931	-18.35668	53724.73239	0
HE1104-1805	3019079028504	16.62	0.12	166.63933	-18.35675	53846.53540	0
HE1104-1805	3019079028504	16.63	0.12	166.63936	-18.35670	53846.54511	0
HE1104-1805	3019079028504	16.72	0.12	166.63931	-18.35671	53846.55483	0
HE1104-1805	3019079028504	16.68	0.12	166.63935	-18.35667	53846.56457	0
HE1104-1805	3019079028504	16.61	0.12	166.63932	-18.35668	53854.46953	0
HE1104-1805	3019079028504	16.67	0.12	166.63929	-18.35669	53854.47860	0
HE1104-1805	3019079028504	16.62	0.12	166.63926	-18.35669	53854.48770	0
HE1104-1805	3019079028504	16.60	0.12	166.63933	-18.35677	53854.49674	0
HE1104-1805	3019079028504	16.50	0.14	166.63921	-18.35671	54096.66040	0
HE1104-1805	3019079028504	16.52	0.14	166.63925	-18.35669	54096.66809	0
HE1104-1805	3019079028504	16.43	0.13	166.63919	-18.35663	54096.67579	0
HE1104-1805	3019079028504	16.37	0.13	166.63922	-18.35672	54096.68350	0
HE1104-1805	3019079028504	16.84	0.17	166.63921	-18.35664	53764.63843	0
HE1104-1805	3019079028504	16.66	0.16	166.63933	-18.35672	53764.65081	0
HE1104-1805	3019079028504	16.79	0.17	166.63923	-18.35666	53764.66302	0
HE1104-1805	3019079028504	16.75	0.16	166.63932	-18.35679	53764.67507	0
HE1104-1805	3019079028504	16.58	0.13	166.63940	-18.35672	53938.36847	0
HE1104-1805	3019079028504	16.61	0.13	166.63939	-18.35674	53938.37364	0
HE1104-1805	3019079028504	16.65	0.14	166.63930	-18.35670	53938.37882	0
HE1104-1805	3019079028504	16.65	0.14	166.63936	-18.35675	53938.38398	0
HE1104-1805	3019079028504	16.60	0.10	166.63937	-18.35673	53890.41551	0
HE1104-1805	3019079028504	16.52	0.10	166.63933	-18.35667	53890.42634	0
HE1104-1805	3019079028504	16.65	0.11	166.63937	-18.35674	53890.43755	0
HE1104-1805	3019079028504	16.61	0.10	166.63934	-18.35668	53890.44841	0
HE1104-1805	3019079028504	16.65	0.12	166.63932	-18.35668	53818.59226	0
HE1104-1805	3019079028504	16.73	0.12	166.63932	-18.35676	53818.60128	0
HE1104-1805	3019079028504	16.75	0.13	166.63933	-18.35671	53818.61031	0
HE1104-1805	3019079028504	16.69	0.12	166.63936	-18.35670	53818.61934	0
HE1104-1805	3019079028504	16.72	0.12	166.63933	-18.35674	53819.53882	0
HE1104-1805	3019079028504	16.60	0.12	166.63931	-18.35671	53819.55077	0
HE1104-1805	3019079028504	16.67	0.12	166.63935	-18.35669	53819.56265	0
HE1104-1805	3019079028504	16.67	0.12	166.63937	-18.35676	53819.57455	0
HE1104-1805	3019079028504	16.58	0.12	166.63931	-18.35676	53871.36942	0
HE1104-1805	3019079028504	16.64	0.12	166.63928	-18.35669	53871.37862	0
HE1104-1805	3019079028504	16.61	0.12	166.63936	-18.35666	53871.38777	0
HE1104-1805	3019079028504	16.61	0.12	166.63933	-18.35673	53871.39692	0
HE1104-1805	3019079028504	16.56	0.12	166.63936	-18.35672	53880.38824	0
HE1104-1805	3019079028504	16.66	0.12	166.63937	-18.35674	53880.39844	0
HE1104-1805	3019079028504	16.59	0.12	166.63934	-18.35669	53880.40868	0
HE1104-1805	3019079028504	16.64	0.13	166.63932	-18.35669	53880.41892	0
HE1104-1805	3019079028504	16.65	0.14	166.63926	-18.35673	54198.52960	0
HE1104-1805	3019079028504	16.60	0.14	166.63925	-18.35665	54198.53977	0
HE1104-1805	3019079028504	16.56	0.13	166.63922	-18.35665	54198.55001	0
HE1104-1805	3019079028504	16.70	0.14	166.63933	-18.35670	54198.56021	0
HE1104-1805	3019079028504	16.63	0.14	166.63923	-18.35664	54206.53014	0
HE1104-1805	3019079028504	16.71	0.14	166.63929	-18.35673	54206.53866	0
HE1104-1805	3019079028504	16.70	0.14	166.63923	-18.35667	54206.54717	0
HE1104-1805	3019079028504	16.58	0.14	166.63924	-18.35674	54206.55568	0
HE1104-1805	3019079028504	16.58	0.11	166.63924	-18.35666	54153.58744	0
HE1104-1805	3019079028504	16.56	0.11	166.63925	-18.35669	54153.60172	0
HE1104-1805	3019079028504	16.58	0.11	166.63926	-18.35669	54153.61560	0
HE1104-1805	3019079028504	16.55	0.11	166.63927	-18.35669	54153.62932	0
HE1104-1805	3019079028504	16.53	0.11	166.63929	-18.35669	54127.67440	0
HE1104-1805	3019079028504	16.49	0.11	166.63927	-18.35671	54127.68812	0
HE1104-1805	3019079028504	16.51	0.11	166.63927	-18.35668	54127.70174	0
HE1104-1805	3019079028504	16.46	0.11	166.63930	-18.35674	54127.71544	0
HE1104-1805	3019079028504	16.71	0.14	166.63927	-18.35668	54293.35935	0
HE1104-1805	3019079028504	16.75	0.27	166.63944	-18.35674	54293.36599	0
HE1104-1805	3019079028504	16.78	0.14	166.63933	-18.35663	54293.37260	0
HE1104-1805	3019079028504	16.70	0.14	166.63934	-18.35674	54293.37920	0
HE1104-1805	3019079028504	16.83	0.12	166.63937	-18.35665	54302.35863	0
HE1104-1805	3019079028504	16.62	0.11	166.63932	-18.35680	54302.36403	0
HE1104-1805	3019079028504	16.77	0.12	166.63934	-18.35671	54302.36943	0
HE1104-1805	3019079028504	16.67	0.11	166.63941	-18.35671	54302.37482	0
HE1104-1805	3019079028504	16.71	0.15	166.63930	-18.35674	54231.47709	0
HE1104-1805	3019079028504	16.63	0.14	166.63932	-18.35673	54231.48644	0
HE1104-1805	3019079028504	16.76	0.15	166.63934	-18.35672	54231.49581	0
HE1104-1805	3019079028504	16.72	0.15	166.63937	-18.35677	54231.50528	0
HE1104-1805	3019079028504	16.56	0.14	166.63922	-18.35661	54250.42506	0
HE1104-1805	3019079028504	16.78	0.15	166.63935	-18.35676	54250.43362	0
HE1104-1805	3019079028504	16.75	0.16	166.63927	-18.35674	54250.44211	0
HE1104-1805	3019079028504	16.55	0.16	166.63922	-18.35662	54250.45062	0
HE1104-1805	3019079028504	16.69	0.10	166.63929	-18.35667	54803.72246	0
HE1104-1805	3019079028504	16.67	0.10	166.63926	-18.35671	54803.72721	0
HE1104-1805	3019079028504	16.61	0.10	166.63926	-18.35666	54803.73195	0
HE1104-1805	3019079028504	16.63	0.10	166.63932	-18.35674	54803.73668	0
HE1104-1805	3019079028504	16.67	0.12	166.63928	-18.35673	54471.70721	0
HE1104-1805	3019079028504	16.60	0.11	166.63934	-18.35668	54471.71896	0
HE1104-1805	3019079028504	16.64	0.11	166.63925	-18.35666	54471.73054	0
HE1104-1805	3019079028504	16.66	0.11	166.63935	-18.35670	54471.74214	0
HE1104-1805	3019079028504	16.65	0.14	166.63938	-18.35665	54493.62769	0
HE1104-1805	3019079028504	16.65	0.14	166.63931	-18.35672	54493.63835	0
HE1104-1805	3019079028504	16.61	0.14	166.63926	-18.35670	54493.64911	0
HE1104-1805	3019079028504	16.58	0.14	166.63927	-18.35674	54493.65976	0
HE1104-1805	3019079028504	16.57	0.10	166.63936	-18.35672	54648.35292	0
HE1104-1805	3019079028504	16.54	0.10	166.63930	-18.35671	54648.36550	0
HE1104-1805	3019079028504	16.58	0.10	166.63931	-18.35667	54648.37678	0
HE1104-1805	3019079028504	16.57	0.10	166.63931	-18.35671	54648.38500	0
HE1104-1805	3019079028504	16.62	0.10	166.63935	-18.35665	54618.38848	0
HE1104-1805	3019079028504	16.62	0.10	166.63925	-18.35663	54618.39934	0
HE1104-1805	3019079028504	16.59	0.10	166.63934	-18.35660	54618.41032	0
HE1104-1805	3019079028504	16.67	0.10	166.63928	-18.35662	54618.42121	0
HE1104-1805	3019079028504	16.59	0.10	166.63932	-18.35665	54596.46344	0
HE1104-1805	3019079028504	16.63	0.10	166.63929	-18.35670	54596.47433	0
HE1104-1805	3019079028504	16.66	0.10	166.63935	-18.35665	54596.48524	0
HE1104-1805	3019079028504	16.56	0.10	166.63933	-18.35663	54596.49610	0
HE1104-1805	3019079028504	16.59	0.12	166.63937	-18.35675	54937.55072	0
HE1104-1805	3019079028504	16.64	0.12	166.63937	-18.35657	54937.56105	0
HE1104-1805	3019079028504	16.60	0.12	166.63933	-18.35663	54937.57138	0
HE1104-1805	3019079028504	16.50	0.12	166.63936	-18.35666	54937.58165	0
HE1104-1805	3019079028504	16.64	0.10	166.63933	-18.35669	54950.50567	0
HE1104-1805	3019079028504	16.61	0.10	166.63926	-18.35663	54950.51701	0
HE1104-1805	3019079028504	16.60	0.10	166.63933	-18.35672	54950.52835	0
HE1104-1805	3019079028504	16.62	0.10	166.63936	-18.35675	54950.53961	0
HE1104-1805	3019079028504	16.67	0.11	166.63931	-18.35668	54883.71245	0
HE1104-1805	3019079028504	16.60	0.10	166.63930	-18.35669	54883.72539	0
HE1104-1805	3019079028504	16.66	0.11	166.63928	-18.35667	54883.73827	0
HE1104-1805	3019079028504	16.69	0.11	166.63932	-18.35667	54883.75127	0
HE1104-1805	3019079028504	16.61	0.12	166.63935	-18.35672	54860.62967	0
HE1104-1805	3019079028504	16.71	0.12	166.63927	-18.35670	54860.63816	0
HE1104-1805	3019079028504	16.68	0.12	166.63936	-18.35663	54860.64677	0
HE1104-1805	3019079028504	16.62	0.12	166.63930	-18.35671	54860.65537	0
HE1104-1805	3019079028504	16.63	0.13	166.63936	-18.35670	55031.38912	0
HE1104-1805	3019079028504	16.65	0.13	166.63941	-18.35672	55031.39312	0
HE1104-1805	3019079028504	16.63	0.13	166.63923	-18.35657	55031.39717	0
HE1104-1805	3019079028504	16.51	0.12	166.63942	-18.35670	55031.40143	0
HE1104-1805	3019079028504	16.65	0.11	166.63934	-18.35670	55004.39825	0
HE1104-1805	3019079028504	16.63	0.11	166.63937	-18.35670	55004.40790	0
HE1104-1805	3019079028504	16.61	0.11	166.63933	-18.35667	55004.41759	0
HE1104-1805	3019079028504	16.67	0.11	166.63936	-18.35670	55004.42729	0
HE1104-1805	3019079028504	16.69	0.11	166.63933	-18.35671	54906.61366	0
HE1104-1805	3019079028504	16.61	0.10	166.63935	-18.35669	54906.62652	0
HE1104-1805	3019079028504	16.66	0.11	166.63931	-18.35668	54906.63942	0
HE1104-1805	3019079028504	16.63	0.10	166.63933	-18.35665	54906.65234	0
HE1104-1805	3019079028504	16.70	0.12	166.63933	-18.35671	54918.54774	0
HE1104-1805	3019079028504	16.71	0.12	166.63929	-18.35667	54918.55618	0
HE1104-1805	3019079028504	16.66	0.12	166.63928	-18.35666	54918.56464	0
HE1104-1805	3019079028504	16.64	0.12	166.63928	-18.35667	54918.57306	0
HE1104-1805	3019079028504	16.61	0.09	166.63932	-18.35668	54964.47811	0
HE1104-1805	3019079028504	16.55	0.09	166.63933	-18.35672	54964.48869	0
HE1104-1805	3019079028504	16.58	0.09	166.63939	-18.35671	54964.49925	0
HE1104-1805	3019079028504	16.59	0.09	166.63930	-18.35673	54964.50983	0
HE1104-1805	3019079028504	16.29	0.09	166.63931	-18.35664	55305.45041	0
HE1104-1805	3019079028504	16.42	0.12	166.63934	-18.35662	55243.64830	0
HE1104-1805	3019079028504	16.35	0.11	166.63932	-18.35670	55212.70674	0
HE1104-1805	3019079028504	16.39	0.11	166.63929	-18.35668	55212.72925	0
HE1104-1805	3019079028504	16.29	0.09	166.63934	-18.35668	55268.64846	0
HE1104-1805	3019079028504	16.35	0.12	166.63929	-18.35664	55322.46365	0
HE1104-1805	3019079028504	16.25	0.11	166.63925	-18.35673	55322.49248	0
HE1104-1805	3019079028504	16.39	0.10	166.63931	-18.35669	55660.51973	0
HE1104-1805	3019079028504	16.37	0.10	166.63930	-18.35662	55660.54827	0
HE1104-1805	3019079028504	16.39	0.09	166.63931	-18.35668	55681.52278	0
HE1104-1805	3019079028504	16.36	0.09	166.63937	-18.35665	55681.55503	0
HE1104-1805	3019079028504	16.37	0.09	166.63937	-18.35673	55709.46376	0
HE1104-1805	3019079028504	16.38	0.09	166.63929	-18.35666	55709.47513	0
HE1104-1805	3019079028504	16.25	0.11	166.63939	-18.35675	55709.48643	0
HE1104-1805	3019079028504	16.32	0.10	166.63934	-18.35667	55709.49772	0
HE1104-1805	3019079028504	16.31	0.11	166.63934	-18.35677	55742.41659	0
HE1104-1805	3019079028504	16.39	0.10	166.63936	-18.35670	55742.42483	0
HE1104-1805	3019079028504	16.34	0.10	166.63936	-18.35667	55742.43322	0
HE1104-1805	3019079028504	16.35	0.12	166.63932	-18.35670	55742.44151	0
HE1104-1805	3019079028504	16.26	0.08	166.63926	-18.35668	56037.50111	0
HE1104-1805	3019079028504	16.30	0.08	166.63931	-18.35669	56037.51525	0
HE1104-1805	3019079028504	16.28	0.08	166.63937	-18.35670	56037.52950	0
HE1104-1805	3019079028504	16.32	0.08	166.63936	-18.35668	56037.54374	0
HE1104-1805	3019079028504	16.31	0.09	166.63931	-18.35666	56069.46907	0
HE1104-1805	3019079028504	16.31	0.09	166.63932	-18.35668	56069.48309	0
HE1104-1805	3019079028504	16.30	0.09	166.63936	-18.35667	56069.49719	0
HE1104-1805	3019079028504	16.30	0.09	166.63932	-18.35670	56069.51133	0
HE1104-1805	3019079028504	16.41	0.09	166.63930	-18.35671	56101.41177	0
HE1104-1805	3019079028504	16.34	0.09	166.63934	-18.35671	56101.42366	0
HE1104-1805	3019079028504	16.38	0.09	166.63931	-18.35670	56101.43566	0
HE1104-1805	3019079028504	16.40	0.09	166.63932	-18.35672	56101.44767	0
HE1104-1805	3019079028504	16.31	0.09	166.63925	-18.35655	56266.71246	0
HE1104-1805	3019079028504	16.35	0.09	166.63925	-18.35645	56266.71810	0
HE1104-1805	3019079028504	16.39	0.09	166.63925	-18.35648	56266.72397	0
HE1104-1805	3019079028504	16.42	0.09	166.63900	-18.35651	56266.72965	0
HE1104-1805	3019079028504	16.34	0.11	166.63931	-18.35675	56297.67530	0
HE1104-1805	3019079028504	16.39	0.11	166.63929	-18.35675	56297.68572	0
HE1104-1805	3019079028504	16.37	0.11	166.63930	-18.35671	56297.69536	0
HE1104-1805	3019079028504	16.26	0.10	166.63931	-18.35673	56297.70696	0
HE1104-1805	3019079028504	16.50	0.10	166.63930	-18.35669	56355.64683	0
HE1104-1805	3019079028504	16.42	0.10	166.63932	-18.35673	56355.65635	0
HE1104-1805	3019079028504	16.46	0.10	166.63934	-18.35669	56355.66579	0
HE1104-1805	3019079028504	16.46	0.10	166.63934	-18.35675	56355.67531	0
HE1104-1805	3019079028504	16.45	0.09	166.63929	-18.35662	56380.62644	0
HE1104-1805	3019079028504	16.47	0.09	166.63940	-18.35679	56380.64075	0
HE1104-1805	3019079028504	16.57	0.09	166.63936	-18.35670	56380.65507	0
HE1104-1805	3019079028504	16.43	0.09	166.63932	-18.35679	56380.66928	0
HE1104-1805	3019079028504	16.47	0.09	166.63933	-18.35671	56410.47588	0
HE1104-1805	3019079028504	16.49	0.09	166.63930	-18.35670	56410.49049	0
HE1104-1805	3019079028504	16.44	0.09	166.63929	-18.35670	56410.50459	0
HE1104-1805	3019079028504	16.46	0.09	166.63944	-18.35667	56410.51731	0
HE1104-1805	3019079028504	16.55	0.09	166.63934	-18.35670	56429.48600	0
HE1104-1805	3019079028504	16.54	0.09	166.63935	-18.35674	56429.49647	0
HE1104-1805	3019079028504	16.54	0.09	166.63933	-18.35672	56429.50701	0
HE1104-1805	3019079028504	16.53	0.09	166.63938	-18.35668	56429.51760	0
HE1104-1805	3019079028504	16.51	0.09	166.63933	-18.35667	56464.38026	0
HE1104-1805	3019079028504	16.58	0.09	166.63936	-18.35666	56464.39222	0
HE1104-1805	3019079028504	16.59	0.09	166.63937	-18.35673	56464.40350	0
HE1104-1805	3019079028504	16.46	0.09	166.63936	-18.35674	56464.41483	0
HE1104-1805	3019079028504	16.44	0.12	166.63930	-18.35667	55212.71430	0
HE1104-1805	3019079028504	16.37	0.11	166.63928	-18.35671	55212.72174	0
HE1104-1805	3019079028504	16.38	0.12	166.63934	-18.35670	55243.65914	0
HE1104-1805	3019079028504	16.37	0.12	166.63933	-18.35666	55243.66999	0
HE1104-1805	3019079028504	16.39	0.12	166.63945	-18.35670	55243.68082	0
HE1104-1805	3019079028504	16.31	0.09	166.63932	-18.35664	55268.66254	0
HE1104-1805	3019079028504	16.30	0.09	166.63931	-18.35668	55268.67668	0
HE1104-1805	3019079028504	16.34	0.16	166.63913	-18.35644	55268.69084	0
HE1104-1805	3019079028504	16.25	0.09	166.63935	-18.35666	55305.45744	0
HE1104-1805	3019079028504	16.28	0.09	166.63929	-18.35668	55305.46454	0
HE1104-1805	3019079028504	16.29	0.09	166.63930	-18.35666	55305.47157	0
HE1104-1805	3019079028504	16.31	0.12	166.63933	-18.35665	55322.47326	0
HE1104-1805	3019079028504	16.34	0.12	166.63926	-18.35667	55322.48289	0
Q1355-2257	1023069064296	17.03	0.09	208.93088	-22.95639	53479.30812	0
Q1355-2257	1023069064296	17.21	0.09	208.93078	-22.95653	53479.31861	0
Q1355-2257	1023069064296	17.21	0.09	208.93086	-22.95634	53479.32699	0
Q1355-2257	1023069064296	17.19	0.09	208.93080	-22.95646	53479.33537	0
Q1355-2257	1023069064296	17.02	0.17	208.93091	-22.95657	53862.22932	0
Q1355-2257	1023069064296	16.95	0.18	208.93094	-22.95633	53862.23026	0
Q1355-2257	1023069064296	16.98	0.18	208.93088	-22.95641	53862.23109	0
Q1355-2257	1023069064296	17.06	0.19	208.93050	-22.95632	53862.23193	0
Q1355-2257	1023069064296	16.84	0.17	208.93091	-22.95654	53863.29615	0
Q1355-2257	1023069064296	16.59	0.15	208.93088	-22.95676	53863.29692	0
Q1355-2257	1023069064296	16.87	0.17	208.93066	-22.95641	53863.29769	0
Q1355-2257	1023069064296	16.88	0.17	208.93098	-22.95640	53863.29845	0
Q1355-2257	1023069064296	16.91	0.08	208.93082	-22.95646	54563.36036	0
Q1355-2257	1023069064296	16.79	0.08	208.93097	-22.95644	54563.36467	0
Q1355-2257	1023069064296	16.82	0.08	208.93090	-22.95629	54563.36901	0
Q1355-2257	1023069064296	16.85	0.08	208.93090	-22.95638	54563.37334	0
Q1355-2257	1023069064296	16.91	0.08	208.93084	-22.95632	54570.34241	0
Q1355-2257	1023069064296	16.83	0.08	208.93087	-22.95637	54570.34982	0
Q1355-2257	1023069064296	16.89	0.08	208.93086	-22.95635	54570.35723	0
Q1355-2257	1023069064296	16.81	0.08	208.93087	-22.95646	54570.36468	0
Q1355-2257	1023069064296	16.93	0.08	208.93091	-22.95635	54583.27686	0
Q1355-2257	1023069064296	16.83	0.08	208.93099	-22.95641	54583.28138	0
Q1355-2257	1023069064296	16.89	0.08	208.93082	-22.95628	54583.28584	0
Q1355-2257	1023069064296	16.85	0.08	208.93084	-22.95634	54583.29032	0
Q1355-2257	1023069064296	16.77	0.08	208.93082	-22.95635	54556.36344	0
Q1355-2257	1023069064296	16.83	0.08	208.93100	-22.95629	54556.37073	0
Q1355-2257	1023069064296	16.79	0.08	208.93086	-22.95634	54556.37804	0
Q1355-2257	1023069064296	16.90	0.08	208.93088	-22.95632	54556.38535	0
Q1355-2257	1023069064296	17.01	0.08	208.93095	-22.95631	54951.26622	0
Q1355-2257	1023069064296	17.08	0.09	208.93093	-22.95630	54951.27410	0
Q1355-2257	1023069064296	17.03	0.08	208.93088	-22.95638	54951.28208	0
Q1355-2257	1023069064296	16.97	0.08	208.93092	-22.95628	54951.28995	0
Q1355-2257	1023069064296	16.94	0.08	208.93085	-22.95637	55294.31079	0
Q1355-2257	1023069064296	16.86	0.08	208.93090	-22.95639	55294.31692	0
Q1355-2257	1023069064296	16.89	0.08	208.93075	-22.95635	55294.32311	0
Q1355-2257	1023069064296	16.96	0.08	208.93094	-22.95640	55294.32933	0
Q1355-2257	1023069064296	16.71	0.07	208.93097	-22.95639	55333.25100	0
Q1355-2257	1023069064296	16.82	0.07	208.93095	-22.95636	55333.25791	0
Q1355-2257	1023069064296	16.92	0.08	208.93088	-22.95634	55333.26491	0
Q1355-2257	1023069064296	16.95	0.08	208.93086	-22.95632	55333.27188	0
Q1355-2257	1023069064296	16.86	0.08	208.93089	-22.95617	55629.39806	0
Q1355-2257	1023069064296	16.86	0.08	208.93096	-22.95616	55629.40565	0
Q1355-2257	1023069064296	16.83	0.08	208.93089	-22.95622	55629.41324	0
